,_id,contributors,coordinates,created_at,entities.hashtags,entities.symbols,entities.urls,entities.user_mentions,favorite_count,favorited,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,metadata.iso_language_code,metadata.result_type,place,possibly_sensitive,quoted_status.contributors,quoted_status.coordinates,quoted_status.created_at,quoted_status.entities.hashtags,quoted_status.entities.media,quoted_status.entities.symbols,quoted_status.entities.urls,quoted_status.entities.user_mentions,quoted_status.extended_entities.media,quoted_status.favorite_count,quoted_status.favorited,quoted_status.geo,quoted_status.id,quoted_status.id_str,quoted_status.in_reply_to_screen_name,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.is_quote_status,quoted_status.lang,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.place,quoted_status.possibly_sensitive,quoted_status.retweet_count,quoted_status.retweeted,quoted_status.source,quoted_status.text,quoted_status.truncated,quoted_status.user.contributors_enabled,quoted_status.user.created_at,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.description,quoted_status.user.entities.description.urls,quoted_status.user.entities.url.urls,quoted_status.user.favourites_count,quoted_status.user.follow_request_sent,quoted_status.user.followers_count,quoted_status.user.following,quoted_status.user.friends_count,quoted_status.user.geo_enabled,quoted_status.user.has_extended_profile,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.is_translation_enabled,quoted_status.user.is_translator,quoted_status.user.lang,quoted_status.user.listed_count,quoted_status.user.location,quoted_status.user.name,quoted_status.user.notifications,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_banner_url,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.protected,quoted_status.user.screen_name,quoted_status.user.statuses_count,quoted_status.user.time_zone,quoted_status.user.translator_type,quoted_status.user.url,quoted_status.user.utc_offset,quoted_status.user.verified,quoted_status.user.withheld_in_countries,quoted_status_id,quoted_status_id_str,retweet_count,retweeted,source,text,truncated,user.contributors_enabled,user.created_at,user.default_profile,user.default_profile_image,user.description,user.entities.description.urls,user.entities.url.urls,user.favourites_count,user.follow_request_sent,user.followers_count,user.following,user.friends_count,user.geo_enabled,user.has_extended_profile,user.id,user.id_str,user.is_translation_enabled,user.is_translator,user.lang,user.listed_count,user.location,user.name,user.notifications,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_banner_url,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.protected,user.screen_name,user.statuses_count,user.time_zone,user.translator_type,user.url,user.utc_offset,user.verified,user.withheld_in_countries
42,61edc72f49911a9db98ee137,,,Jan 23 ,"[{""text"":""College"",""indices"":[92,100]},{""text"":""Students"",""indices"":[104,113]}]",[],"[{""url"":""https://t.co/c28OuImGS0"",""expanded_url"":""https://parentsecurityonline.com/mvcc-and-suny-poly-investigate-zoom-bombing-hate-crime-during-mlk-panel-discussion-news-college-students/"",""display_url"":""parentsecurityonline.com/mvcc-and-suny-…"",""indices"":[114,137]}]",[],0,False,,1485098869964914688,1485098869964914688,,,,,,False,en,en,recent,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",MVCC and SUNY Poly investigate Zoom bombing hate crime during MLK panel discussion | News | #College. | #Students https://t.co/c28OuImGS0,False,False,Thu Sep 23 20:48:59 +0000 2010,False,False,Gregory D. Evans is a #CyberSecurity #Mogul & Founder of #NationalCyberSecurity | 1st Hacker to make $100M | Ex-Hacker | | #SecurityNews | #HackerNews,[],"[{""url"":""https://t.co/uVydbX7d8e"",""expanded_url"":""http://gregorydevans.com"",""display_url"":""gregorydevans.com"",""indices"":[0,23]}]",316,False,7524,False,1131,True,False,194297917,194297917,False,False,,139,United States,Gregory D. Evans,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,https://pbs.twimg.com/profile_banners/194297917/1400274571,http://pbs.twimg.com/profile_images/1847317895/image_normal.jpg,https://pbs.twimg.com/profile_images/1847317895/image_normal.jpg,0084B4,A8C7F7,C0DFEC,333333,True,False,GregoryDEvans,340937,,none,https://t.co/uVydbX7d8e,,False,[]
43,61edc72f49911a9db98ee138,,,Jan 23 ,[],[],"[{""url"":""https://t.co/4heaNcllVX"",""expanded_url"":""https://twitter.com/fuckeduppizzas/status/1485076729840476160"",""display_url"":""twitter.com/fuckeduppizzas…"",""indices"":[21,44]}]",[],5,False,,1485092714127396867,1485092714127396867,,,,,,True,en,en,recent,,False,,,Sun Jan 23 02:27:38 +0000 2022,[],"[{""id"":1485076725499318300,""id_str"":""1485076725499318281"",""indices"":[37,60],""media_url"":""http://pbs.twimg.com/media/FJwNad-WUAk9qi0.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FJwNad-WUAk9qi0.jpg"",""url"":""https://t.co/2zf16olhoB"",""display_url"":""pic.twitter.com/2zf16olhoB"",""expanded_url"":""https://twitter.com/fuckeduppizzas/status/1485076729840476160/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":620,""h"":354,""resize"":""fit""},""large"":{""w"":620,""h"":354,""resize"":""fit""},""medium"":{""w"":620,""h"":354,""resize"":""fit""}}}]",[],[],[],"[{""id"":1485076725499318300,""id_str"":""1485076725499318281"",""indices"":[37,60],""media_url"":""http://pbs.twimg.com/media/FJwNad-WUAk9qi0.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FJwNad-WUAk9qi0.jpg"",""url"":""https://t.co/2zf16olhoB"",""display_url"":""pic.twitter.com/2zf16olhoB"",""expanded_url"":""https://twitter.com/fuckeduppizzas/status/1485076729840476160/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":620,""h"":354,""resize"":""fit""},""large"":{""w"":620,""h"":354,""resize"":""fit""},""medium"":{""w"":620,""h"":354,""resize"":""fit""}}},{""id"":1485076725499314200,""id_str"":""1485076725499314182"",""indices"":[37,60],""media_url"":""http://pbs.twimg.com/media/FJwNad-WQAYKggv.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FJwNad-WQAYKggv.jpg"",""url"":""https://t.co/2zf16olhoB"",""display_url"":""pic.twitter.com/2zf16olhoB"",""expanded_url"":""https://twitter.com/fuckeduppizzas/status/1485076729840476160/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":600,""h"":450,""resize"":""fit""},""large"":{""w"":600,""h"":450,""resize"":""fit""},""medium"":{""w"":600,""h"":450,""resize"":""fit""}}},{""id"":1485076725503561700,""id_str"":""1485076725503561730"",""indices"":[37,60],""media_url"":""http://pbs.twimg.com/media/FJwNad_XEAImAcK.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FJwNad_XEAImAcK.jpg"",""url"":""https://t.co/2zf16olhoB"",""display_url"":""pic.twitter.com/2zf16olhoB"",""expanded_url"":""https://twitter.com/fuckeduppizzas/status/1485076729840476160/photo/1"",""type"":""photo"",""sizes"":{""large"":{""w"":1536,""h"":2048,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":900,""h"":1200,""resize"":""fit""},""small"":{""w"":510,""h"":680,""resize"":""fit""}}}]",17864.0,False,,1.4850767298404762e+18,1.4850767298404762e+18,,,,,,False,en,en,recent,,False,1218.0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Altoona Style Pizza"" in Altoona, PA https://t.co/2zf16olhoB",False,False,Sun Jun 25 22:30:44 +0000 2017,True,False,It's pizza with pizzazz! DM submissions :) managed with love and disgust by @nuns_on_film,[],,143.0,False,12129.0,False,2.0,False,False,8.791046014626447e+17,8.791046014626447e+17,False,False,,18.0,“Altoona”,Fucked Up Looking Pizzas,False,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/879104601462644738/1642902463,http://pbs.twimg.com/profile_images/1485066408568496137/LLTGi3t7_normal.jpg,https://pbs.twimg.com/profile_images/1485066408568496137/LLTGi3t7_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,fuckeduppizzas,61.0,,none,,,False,[],1.4850767298404762e+18,1.4850767298404762e+18,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",This is a hate crime https://t.co/4heaNcllVX,False,False,Wed May 26 15:08:27 +0000 2010,False,False,"Compulsive Tweeter, Panda Gangsta, An Acquired Taste. Relentlessly alive. Less of a mess than I say I am. (let's live to love and love to live 💕) she/her",[],,16408,False,556,False,376,True,True,148379994,148379994,False,False,,45,"Denver, CO",Homegrown Tacos,False,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,https://pbs.twimg.com/profile_banners/148379994/1620086766,http://pbs.twimg.com/profile_images/1479617622656356359/73ipkyt4_normal.jpg,https://pbs.twimg.com/profile_images/1479617622656356359/73ipkyt4_normal.jpg,7932A8,FFFFFF,000000,000000,True,False,QueenofTacos,270135,,none,,,False,[]
44,61edc72f49911a9db98ee139,,,Jan 23 ,[],[],"[{""url"":""https://t.co/j0y7JKLyWe"",""expanded_url"":""https://twitter.com/i/web/status/1485091675034771456"",""display_url"":""twitter.com/i/web/status/1…"",""indices"":[121,144]}]","[{""screen_name"":""stefani89424760"",""name"":""stefanie sullivan"",""id"":1164005890510479400,""id_str"":""1164005890510479360"",""indices"":[0,16]},{""screen_name"":""cwebbonline"",""name"":""Christopher 🇺🇸 Proud Dem"",""id"":399178595,""id_str"":""399178595"",""indices"":[17,29]},{""screen_name"":""bptpolice"",""name"":""Bridgeport Police"",""id"":1040601126,""id_str"":""1040601126"",""indices"":[30,40]}]",0,False,,1485091675034771456,1485091675034771456,stefani89424760,1.485000070789542e+18,1.485000070789542e+18,1.1640058905104794e+18,1.1640058905104794e+18,False,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@stefani89424760 @cwebbonline @bptpolice Sadly systemic racism is alive &amp; rears it's ugly head even against crime v… https://t.co/j0y7JKLyWe,True,False,Tue Dec 01 20:00:22 +0000 2015,True,False,You cannot be Pro-Life and anti Black Lives Matter or anti LGBTQIA.... REALLY !,[],,1148,False,30,False,193,False,True,4423680912,4423680912,False,False,,0,"Kansas City, MO",Jaxon Daily,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/4423680912/1595004996,http://pbs.twimg.com/profile_images/1284170145972260864/OOLpc9Cm_normal.jpg,https://pbs.twimg.com/profile_images/1284170145972260864/OOLpc9Cm_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,jaxon_daily,397,,none,,,False,[]
45,61edc72f49911a9db98ee13a,,,Jan 23 ,[],[],"[{""url"":""https://t.co/LdYK8QmZFG"",""expanded_url"":""https://twitter.com/i/web/status/1485080662600306694"",""display_url"":""twitter.com/i/web/status/1…"",""indices"":[117,140]}]","[{""screen_name"":""melissamonetxxx"",""name"":""melissa monet"",""id"":271589275,""id_str"":""271589275"",""indices"":[0,16]}]",1,False,,1485080662600306694,1485080662600306694,melissamonetxxx,1.4849971970663424e+18,1.4849971970663424e+18,271589275.0,271589275.0,False,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@melissamonetxxx Abusers have a way of wearing down the system.

We can't even call a Chomo a ""Chomo"" in the system… https://t.co/LdYK8QmZFG",True,False,Tue Nov 09 20:51:07 +0000 2021,True,False,"Workerist, father, realpolitik, Dogs: Jack (Hamilton Hound) and Ace (Coonhound)
Your opinions are your own.",[],,73,False,12,False,64,False,True,1458175150780817420,1458175150780817420,False,False,,0,"Wisconsin, USA",ost🧀hode,False,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/1458175150780817420/1641923259,http://pbs.twimg.com/profile_images/1480959604297248772/vS85exiE_normal.jpg,https://pbs.twimg.com/profile_images/1480959604297248772/vS85exiE_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,origamisextoy,654,,none,,,False,[]
46,61edc72f49911a9db98ee13b,,,Jan 23 ,[],[],"[{""url"":""https://t.co/E0OKdQix7d"",""expanded_url"":""https://twitter.com/i/web/status/1485079482264338433"",""display_url"":""twitter.com/i/web/status/1…"",""indices"":[117,140]}]",[],0,False,,1485079482264338433,1485079482264338433,,,,,,False,en,en,recent,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The hatred is coming from spiteful comments from government officials like the Squad.

Brooklyn woman caught on vid… https://t.co/E0OKdQix7d",True,False,Thu Oct 07 16:40:52 +0000 2021,True,False,"Married Conservative, 100% Constitution backer, staunchly 1A and 2A, military soldier supporter, Stand for the Flag and Kneel for the Cross, IFP",[],,9153,False,871,False,859,False,True,1446153449981321218,1446153449981321218,False,False,,1,United States,American & Proud Of It,False,F5F8FA,,,False,,http://pbs.twimg.com/profile_images/1446202694100791296/aOvi2wd6_normal.jpg,https://pbs.twimg.com/profile_images/1446202694100791296/aOvi2wd6_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,AmericanProudO1,7238,,none,,,False,[]
47,61edc72f49911a9db98ee13c,,,Jan 23 ,[],[],[],"[{""screen_name"":""lib_crusher"",""name"":""permanent lockdown enjoyer"",""id"":104081761,""id_str"":""104081761"",""indices"":[0,12]}]",1,False,,1485069211923881995,1485069211923881995,lib_crusher,1.4850611329813094e+18,1.4850611329813094e+18,104081761.0,104081761.0,False,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@lib_crusher I love it when my hometown makes the news for something other than a hate crime or devastating flood,False,False,Wed Sep 22 19:08:30 +0000 2010,False,False,He/Him || I'll fight for someone I don't know || 🏳️‍🌈🇵🇸🇨🇺,[],,15948,False,229,False,723,True,False,193826590,193826590,False,False,,1,"Lincoln, NE",travis,False,8B542B,http://abs.twimg.com/images/themes/theme8/bg.gif,https://abs.twimg.com/images/themes/theme8/bg.gif,False,https://pbs.twimg.com/profile_banners/193826590/1542227929,http://pbs.twimg.com/profile_images/523125087525171200/WrlaMH3X_normal.jpeg,https://pbs.twimg.com/profile_images/523125087525171200/WrlaMH3X_normal.jpeg,9D582E,D9B17E,EADEAA,333333,True,False,TsCFC2,1989,,none,,,False,[]
48,61edc72f49911a9db98ee13d,,,Jan 23 ,[],[],"[{""url"":""https://t.co/phkNSq7bXH"",""expanded_url"":""https://www.rawstory.com/woman-who-blurted-out-anti-semitic-remarks-before-spitting-on-young-boy-is-arrested-and-charged-with-a-hate-crime/"",""display_url"":""rawstory.com/woman-who-blur…"",""indices"":[102,125]}]",[],1,False,,1485059885624696838,1485059885624696838,,,,,,False,en,en,recent,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",'Hitler should have killed you all': Woman arrested for spitting on young boy in anti-Semitic attack  https://t.co/phkNSq7bXH,False,False,Sun Jul 24 12:10:06 +0000 2011,True,False,Swore an oath to support and defend the Constitution of the United States against all enemies. #Resister #IndieAuthor #CatLover #CivilRights #DeOppressLiber,[],,80564,False,16341,False,16589,True,False,341467812,341467812,False,False,,10,United States,One of Twelve,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/341467812/1589324490,http://pbs.twimg.com/profile_images/1379841447730495490/_5D6f_B0_normal.jpg,https://pbs.twimg.com/profile_images/1379841447730495490/_5D6f_B0_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,Para_Doc,59005,,none,,,False,[]
49,61edc72f49911a9db98ee13e,,,Jan 23 ,[],[],"[{""url"":""https://t.co/qfgwim91P7"",""expanded_url"":""https://twitter.com/i/web/status/1485059763578683393"",""display_url"":""twitter.com/i/web/status/1…"",""indices"":[117,140]}]","[{""screen_name"":""colajokes"",""name"":""可卡可乐"",""id"":1459059039682248700,""id_str"":""1459059039682248704"",""indices"":[0,10]},{""screen_name"":""culifax"",""name"":""Culifax ~ Silas day 💍"",""id"":1325263810203148300,""id_str"":""1325263810203148296"",""indices"":[11,19]}]",2,False,,1485059763578683393,1485059763578683393,colajokes,1.4850586926683628e+18,1.4850586926683628e+18,1.4590590396822487e+18,1.4590590396822487e+18,False,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@colajokes @culifax In some cases yeah it can be seen as a hate crime but some fans do have the tendency to go a bi… https://t.co/qfgwim91P7,True,False,Mon Oct 25 05:51:41 +0000 2021,True,False,"whaddup issha boi the SUCC. I’m MarcSucc on twitch, tub_of_mayonnaise on TikTok, meme insta: Squidlord.mp4, personal insta: squidcognito",[],,49,False,5,False,11,False,True,1452513108342165509,1452513108342165509,False,False,,0,United States,Mark,False,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/1452513108342165509/1639761492,http://pbs.twimg.com/profile_images/1471892494849765376/xlXhFW9q_normal.jpg,https://pbs.twimg.com/profile_images/1471892494849765376/xlXhFW9q_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,Mark_Suckberg,31,,none,,,False,[]
50,61edc72f49911a9db98ee13f,,,Jan 23 ,[],[],"[{""url"":""https://t.co/zqAie9dvBD"",""expanded_url"":""https://upi.com/7148972t"",""display_url"":""upi.com/7148972t"",""indices"":[69,92]}]","[{""screen_name"":""UPI"",""name"":""UPI.com"",""id"":16666806,""id_str"":""16666806"",""indices"":[97,101]}]",1,False,,1485055114540892160,1485055114540892160,,,,,,False,en,en,recent,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","You think??

FBI calls Texas synagogue hostage crisis a 'hate crime' https://t.co/zqAie9dvBD via @upi",False,False,Mon Oct 05 21:14:40 +0000 2015,False,False,"STOP THE INSANITY.. The DNC is a Fascist Socialist Party that needs to be ended. 

Please Retweet.  I'm sure I'll offend Someone.  #Libertarian #Louisiana",[],,6468,False,369,False,99,False,True,3874439667,3874439667,False,False,,13,"Louisiana, USA",🇺🇸 Captain SeaMonkey 🇺🇸,False,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/3874439667/1628225020,http://pbs.twimg.com/profile_images/1478871867142324229/1G37xzw__normal.jpg,https://pbs.twimg.com/profile_images/1478871867142324229/1G37xzw__normal.jpg,FAB81E,000000,000000,000000,False,False,CptSeaMonkey,22781,,none,,,False,[]
51,61edc72f49911a9db98ee140,,,Jan 23 ,[],[],[],"[{""screen_name"":""SandPatterson"",""name"":""Cyberbint"",""id"":38851727,""id_str"":""38851727"",""indices"":[0,14]}]",0,False,,1485049037158064136,1485049037158064136,SandPatterson,1.4848223616773857e+18,1.4848223616773857e+18,38851727.0,38851727.0,False,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@SandPatterson Did you just tweet that equal rights is a hate crime????,False,False,Mon Feb 16 18:17:34 +0000 2009,False,False,"The Stately Homes of England, How beautiful they stand, To prove the upper classes Have still the upper hand.",[],"[{""url"":""https://t.co/6y2KpL1kEl"",""expanded_url"":""https://news.gov.scot/news/scottish-eu-bill-likely-to-be-introduced-in-february"",""display_url"":""news.gov.scot/news/scottish-…"",""indices"":[0,23]}]",172069,False,3632,False,3308,True,True,21009701,21009701,False,False,,125,USA,Cyril Matvech,False,EBEBEB,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/21009701/1511087305,http://pbs.twimg.com/profile_images/1359601467674525696/mKyuEdaM_normal.jpg,https://pbs.twimg.com/profile_images/1359601467674525696/mKyuEdaM_normal.jpg,990000,DFDFDF,F3F3F3,333333,True,False,Cyril_Matvech,294543,,none,https://t.co/6y2KpL1kEl,,False,[]
52,61edc73049911a9db98ee141,,,Jan 23 ,[],[],"[{""url"":""https://t.co/Z8zEnA8kXL"",""expanded_url"":""https://twitter.com/i/web/status/1485045542677790732"",""display_url"":""twitter.com/i/web/status/1…"",""indices"":[117,140]}]","[{""screen_name"":""LRobertoBarroso"",""name"":""Luís Roberto Barroso"",""id"":1248628200952828000,""id_str"":""1248628200952827910"",""indices"":[0,16]}]",0,False,,1485045542677790732,1485045542677790732,LRobertoBarroso,1.485018306872492e+18,1.485018306872492e+18,1.248628200952828e+18,1.248628200952828e+18,False,pt,pt,recent,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@LRobertoBarroso Penso que o STE /STF sequestrar a renda de mídias de direita, sem o processo legal, e sem que os a… https://t.co/Z8zEnA8kXL",True,False,Sat Oct 17 22:00:03 +0000 2009,True,False,Digital Marketing: Education that helps people truly change their lives in many different areas.,[],"[{""url"":""https://t.co/DoodSJUtsk"",""expanded_url"":""https://linktr.ee/DigitalMarketing_1"",""display_url"":""linktr.ee/DigitalMarketi…"",""indices"":[0,23]}]",11530,False,339,False,806,False,True,83230842,83230842,True,False,,8,USA,Eduardo🔴 🇧🇷 🇵🇹 🇺🇸 🇮🇱,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/83230842/1626701459,http://pbs.twimg.com/profile_images/1474983349877891073/-aRGNWGs_normal.jpg,https://pbs.twimg.com/profile_images/1474983349877891073/-aRGNWGs_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,_bestdigital,4796,,none,https://t.co/DoodSJUtsk,,False,[]
53,61edc73049911a9db98ee142,,,Jan 22 ,[],[],"[{""url"":""https://t.co/kW6QIWpja4"",""expanded_url"":""https://twitter.com/i/web/status/1485036114851373056"",""display_url"":""twitter.com/i/web/status/1…"",""indices"":[116,139]}]",[],2,False,,1485036114851373056,1485036114851373056,,,,,,False,en,en,recent,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","So, this is how America Respect Ladies just living a Normal life, to become a future Mother to only be set on fire… https://t.co/kW6QIWpja4",True,False,Mon Feb 14 16:04:06 +0000 2011,True,False,"I STAND BY TRUMP 

Dad of a Proud Son 
Marine Corps. OKINAWA
Semper Fi
Follow Me please add Me, let's #MAGA

Ive retnitis pigmentosa usher syndrome",[],,3275,False,642,False,1814,True,False,252150437,252150437,False,False,,1,"South Dakota, USA","I stand By who ever the President, BUT JOE B🌟🌟🌟",False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/252150437/1627949956,http://pbs.twimg.com/profile_images/1422351322280570883/JE8u_szS_normal.jpg,https://pbs.twimg.com/profile_images/1422351322280570883/JE8u_szS_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,BNBSFSD,3905,,none,,,False,[]
54,61edc73049911a9db98ee143,,,Jan 22 ,[],[],[],"[{""screen_name"":""libbyemmons"",""name"":""libby emmons"",""id"":809558047,""id_str"":""809558047"",""indices"":[0,12]}]",1,False,,1485034885697785857,1485034885697785857,libbyemmons,1.4850066255932457e+18,1.4850066255932457e+18,809558047.0,809558047.0,False,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@libbyemmons She looks immune to hate crime charges.,False,False,Tue Jul 21 16:23:43 +0000 2015,True,False,"Let's go Brandon!
https://t.co/bq0OwUXopw… - https://t.co/51hqvTZuuU","[{""url"":""https://t.co/bq0OwUXopw"",""expanded_url"":""http://youtube.com/c/electronzap/"",""display_url"":""youtube.com/c/electronzap/"",""indices"":[18,41]},{""url"":""https://t.co/51hqvTZuuU"",""expanded_url"":""http://patreon.com/electronzap"",""display_url"":""patreon.com/electronzap"",""indices"":[45,68]}]","[{""url"":""https://t.co/bVG6O75MSL"",""expanded_url"":""http://electronzap.com"",""display_url"":""electronzap.com"",""indices"":[0,23]}]",3535,False,739,False,25,False,False,3286710541,3286710541,False,False,,19,"St Paul, MN",Electronzap,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/3286710541/1522650998,http://pbs.twimg.com/profile_images/1447754274721632256/TzMNy_cS_normal.jpg,https://pbs.twimg.com/profile_images/1447754274721632256/TzMNy_cS_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,electronzap,493,,none,https://t.co/bVG6O75MSL,,False,[]
