,_id,contributors,coordinates,created_at,entities.hashtags,entities.media,entities.symbols,entities.urls,entities.user_mentions,extended_entities.media,favorite_count,favorited,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,metadata.iso_language_code,metadata.result_type,place,possibly_sensitive,quoted_status.contributors,quoted_status.coordinates,quoted_status.created_at,quoted_status.entities.hashtags,quoted_status.entities.media,quoted_status.entities.symbols,quoted_status.entities.urls,quoted_status.entities.user_mentions,quoted_status.extended_entities.media,quoted_status.favorite_count,quoted_status.favorited,quoted_status.geo,quoted_status.id,quoted_status.id_str,quoted_status.in_reply_to_screen_name,quoted_status.in_reply_to_status_id,quoted_status.in_reply_to_status_id_str,quoted_status.in_reply_to_user_id,quoted_status.in_reply_to_user_id_str,quoted_status.is_quote_status,quoted_status.lang,quoted_status.metadata.iso_language_code,quoted_status.metadata.result_type,quoted_status.place,quoted_status.possibly_sensitive,quoted_status.quoted_status_id,quoted_status.quoted_status_id_str,quoted_status.retweet_count,quoted_status.retweeted,quoted_status.source,quoted_status.text,quoted_status.truncated,quoted_status.user.contributors_enabled,quoted_status.user.created_at,quoted_status.user.default_profile,quoted_status.user.default_profile_image,quoted_status.user.description,quoted_status.user.entities.description.urls,quoted_status.user.entities.url.urls,quoted_status.user.favourites_count,quoted_status.user.follow_request_sent,quoted_status.user.followers_count,quoted_status.user.following,quoted_status.user.friends_count,quoted_status.user.geo_enabled,quoted_status.user.has_extended_profile,quoted_status.user.id,quoted_status.user.id_str,quoted_status.user.is_translation_enabled,quoted_status.user.is_translator,quoted_status.user.lang,quoted_status.user.listed_count,quoted_status.user.location,quoted_status.user.name,quoted_status.user.notifications,quoted_status.user.profile_background_color,quoted_status.user.profile_background_image_url,quoted_status.user.profile_background_image_url_https,quoted_status.user.profile_background_tile,quoted_status.user.profile_banner_url,quoted_status.user.profile_image_url,quoted_status.user.profile_image_url_https,quoted_status.user.profile_link_color,quoted_status.user.profile_sidebar_border_color,quoted_status.user.profile_sidebar_fill_color,quoted_status.user.profile_text_color,quoted_status.user.profile_use_background_image,quoted_status.user.protected,quoted_status.user.screen_name,quoted_status.user.statuses_count,quoted_status.user.time_zone,quoted_status.user.translator_type,quoted_status.user.url,quoted_status.user.utc_offset,quoted_status.user.verified,quoted_status.user.withheld_in_countries,quoted_status_id,quoted_status_id_str,retweet_count,retweeted,source,text,truncated,user.contributors_enabled,user.created_at,user.default_profile,user.default_profile_image,user.description,user.entities.description.urls,user.entities.url.urls,user.favourites_count,user.follow_request_sent,user.followers_count,user.following,user.friends_count,user.geo_enabled,user.has_extended_profile,user.id,user.id_str,user.is_translation_enabled,user.is_translator,user.lang,user.listed_count,user.location,user.name,user.notifications,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_banner_url,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.protected,user.screen_name,user.statuses_count,user.time_zone,user.translator_type,user.url,user.utc_offset,user.verified,user.withheld_in_countries
0,61edc553b0f564f1b89d8627,,,Jan 23 ,[],,[],"[{""url"":""https://t.co/dHMoJ1nvtV"",""expanded_url"":""https://chng.it/FRgVcjLx"",""display_url"":""chng.it/FRgVcjLx"",""indices"":[88,111]}]","[{""screen_name"":""Change"",""name"":""Change.org"",""id"":15947602,""id_str"":""15947602"",""indices"":[116,123]}]",,0,False,,1485327780606668800,1485327780606668800,,,,,,False,en,en,recent,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",District attorney of Connecticut: James be charged with hate crime - Sign the Petition! https://t.co/dHMoJ1nvtV via @Change,False,False,Thu Jan 13 18:52:33 +0000 2011,False,False,Ask the Dust,[],"[{""url"":""https://t.co/V4R1fineEq"",""expanded_url"":""http://diggingsociety.blogspot.com"",""display_url"":""diggingsociety.blogspot.com"",""indices"":[0,23]}]",3457,False,210,False,2216,True,False,237831461,237831461,False,False,,3,Santa Ana,Vince C.,False,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,,http://pbs.twimg.com/profile_images/620618905489313792/XrKC2ZJr_normal.jpg,https://pbs.twimg.com/profile_images/620618905489313792/XrKC2ZJr_normal.jpg,0084B4,A8C7F7,C0DFEC,333333,True,False,ArturoeBandini,561,,none,https://t.co/V4R1fineEq,,False,[]
1,61edc553b0f564f1b89d8628,,,Jan 23 ,[],,[],[],"[{""screen_name"":""hongerootooties"",""name"":""🌻"",""id"":1349744305250812000,""id_str"":""1349744305250811904"",""indices"":[0,16]},{""screen_name"":""rileylism"",""name"":""riley ):)"",""id"":754689943780274200,""id_str"":""754689943780274176"",""indices"":[42,52]}]",,0,False,,1485249797238169603,1485249797238169603,hongerootooties,1.485062983093207e+18,1.485062983093207e+18,1.349744305250812e+18,1.349744305250812e+18,False,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@hongerootooties this is a hate crime cc: @rileylism,False,False,Mon May 17 07:16:01 +0000 2010,False,False,The divine and the eternal monkey mind.,[],,19576,False,808,False,325,True,False,144767222,144767222,False,False,,3,Singapore,Albert Pang,False,131516,http://abs.twimg.com/images/themes/theme14/bg.gif,https://abs.twimg.com/images/themes/theme14/bg.gif,True,https://pbs.twimg.com/profile_banners/144767222/1642746281,http://pbs.twimg.com/profile_images/1422162504839426053/yigB_nFC_normal.jpg,https://pbs.twimg.com/profile_images/1422162504839426053/yigB_nFC_normal.jpg,4A913C,EEEEEE,EFEFEF,333333,True,False,aeonar,24333,,none,,,False,[]
2,61edc553b0f564f1b89d8629,,,Jan 23 ,[],,[],[],"[{""screen_name"":""k_athanasi"",""name"":""KarathanasisAthanasi"",""id"":881813386983608300,""id_str"":""881813386983608326"",""indices"":[0,11]},{""screen_name"":""FrankPallone"",""name"":""Rep. Frank Pallone"",""id"":31801993,""id_str"":""31801993"",""indices"":[12,25]}]",,0,False,,1485236481123831818,1485236481123831818,k_athanasi,1.4851937658790052e+18,1.4851937658790052e+18,8.818133869836083e+17,8.818133869836083e+17,False,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@k_athanasi @FrankPallone Your tweet is a HATE CRIME!..,False,False,Fri Nov 17 08:38:00 +0000 2017,True,False,,[],,68153,False,1844,False,5002,False,False,931441275009724416,931441275009724416,False,False,,13,CA,ahmetepik7,False,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/931441275009724416/1517067298,http://pbs.twimg.com/profile_images/963181395538595840/JPFy9d5V_normal.jpg,https://pbs.twimg.com/profile_images/963181395538595840/JPFy9d5V_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,ahmetepik7,43949,,none,,,False,[]
3,61edc553b0f564f1b89d862a,,,Jan 23 ,[],,[],"[{""url"":""https://t.co/Zzfvrvjmft"",""expanded_url"":""https://twitter.com/fuckeduppizzas/status/1485076729840476160"",""display_url"":""twitter.com/fuckeduppizzas…"",""indices"":[21,44]}]",[],,1,False,,1485154885691527170,1485154885691527170,,,,,,True,en,en,recent,,False,,,Sun Jan 23 02:27:38 +0000 2022,[],"[{""id"":1485076725499318300,""id_str"":""1485076725499318281"",""indices"":[37,60],""media_url"":""http://pbs.twimg.com/media/FJwNad-WUAk9qi0.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FJwNad-WUAk9qi0.jpg"",""url"":""https://t.co/2zf16olhoB"",""display_url"":""pic.twitter.com/2zf16olhoB"",""expanded_url"":""https://twitter.com/fuckeduppizzas/status/1485076729840476160/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":620,""h"":354,""resize"":""fit""},""large"":{""w"":620,""h"":354,""resize"":""fit""},""medium"":{""w"":620,""h"":354,""resize"":""fit""}}}]",[],[],[],"[{""id"":1485076725499318300,""id_str"":""1485076725499318281"",""indices"":[37,60],""media_url"":""http://pbs.twimg.com/media/FJwNad-WUAk9qi0.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FJwNad-WUAk9qi0.jpg"",""url"":""https://t.co/2zf16olhoB"",""display_url"":""pic.twitter.com/2zf16olhoB"",""expanded_url"":""https://twitter.com/fuckeduppizzas/status/1485076729840476160/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":620,""h"":354,""resize"":""fit""},""large"":{""w"":620,""h"":354,""resize"":""fit""},""medium"":{""w"":620,""h"":354,""resize"":""fit""}}},{""id"":1485076725499314200,""id_str"":""1485076725499314182"",""indices"":[37,60],""media_url"":""http://pbs.twimg.com/media/FJwNad-WQAYKggv.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FJwNad-WQAYKggv.jpg"",""url"":""https://t.co/2zf16olhoB"",""display_url"":""pic.twitter.com/2zf16olhoB"",""expanded_url"":""https://twitter.com/fuckeduppizzas/status/1485076729840476160/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""small"":{""w"":600,""h"":450,""resize"":""fit""},""large"":{""w"":600,""h"":450,""resize"":""fit""},""medium"":{""w"":600,""h"":450,""resize"":""fit""}}},{""id"":1485076725503561700,""id_str"":""1485076725503561730"",""indices"":[37,60],""media_url"":""http://pbs.twimg.com/media/FJwNad_XEAImAcK.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FJwNad_XEAImAcK.jpg"",""url"":""https://t.co/2zf16olhoB"",""display_url"":""pic.twitter.com/2zf16olhoB"",""expanded_url"":""https://twitter.com/fuckeduppizzas/status/1485076729840476160/photo/1"",""type"":""photo"",""sizes"":{""large"":{""w"":1536,""h"":2048,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":900,""h"":1200,""resize"":""fit""},""small"":{""w"":510,""h"":680,""resize"":""fit""}}}]",17789.0,False,,1.4850767298404762e+18,1.4850767298404762e+18,,,,,,False,en,en,recent,,False,,,1214.0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","""Altoona Style Pizza"" in Altoona, PA https://t.co/2zf16olhoB",False,False,Sun Jun 25 22:30:44 +0000 2017,True,False,It's pizza with pizzazz! DM submissions :) managed with love and disgust by @nuns_on_film,[],,143.0,False,12055.0,False,2.0,False,False,8.791046014626447e+17,8.791046014626447e+17,False,False,,16.0,“Altoona”,Fucked Up Looking Pizzas,False,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/879104601462644738/1642902463,http://pbs.twimg.com/profile_images/1485066408568496137/LLTGi3t7_normal.jpg,https://pbs.twimg.com/profile_images/1485066408568496137/LLTGi3t7_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,fuckeduppizzas,61.0,,none,,,False,[],1.4850767298404762e+18,1.4850767298404762e+18,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is a hate crime https://t.co/Zzfvrvjmft,False,False,Fri Dec 06 08:24:30 +0000 2013,True,False,"Crash Branciforti, but you can call me dad.",[],"[{""url"":""https://t.co/O5Y6Tz62WE"",""expanded_url"":""https://linktr.ee/yaboiicrash"",""display_url"":""linktr.ee/yaboiicrash"",""indices"":[0,23]}]",314,False,1639,False,13,True,True,2232646658,2232646658,False,False,,0,The City of Angels,dad,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/2232646658/1397081839,http://pbs.twimg.com/profile_images/1462562082226769923/baQpnFF5_normal.jpg,https://pbs.twimg.com/profile_images/1462562082226769923/baQpnFF5_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,yaboiicrash,2110,,none,https://t.co/O5Y6Tz62WE,,False,[]
4,61edc553b0f564f1b89d862b,,,Jan 23 ,[],,[],[],"[{""screen_name"":""legendaryadkins"",""name"":""Ƴ🦋"",""id"":1217947899251908600,""id_str"":""1217947899251908614"",""indices"":[0,16]}]",,0,False,,1485123201365848065,1485123201365848065,legendaryadkins,1.4849494714736722e+18,1.4849494714736722e+18,1.2179478992519086e+18,1.2179478992519086e+18,False,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@legendaryadkins this is hate crime,False,False,Wed Apr 06 03:25:34 +0000 2016,True,False,your dad’s favorite boy,[],,4950,False,122,False,153,True,True,717553807853355010,717553807853355010,False,False,,0,"West Java, Indonesia",kevin (he/him),False,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/717553807853355010/1615919065,http://pbs.twimg.com/profile_images/1378788617338777600/jn-eTnB__normal.jpg,https://pbs.twimg.com/profile_images/1378788617338777600/jn-eTnB__normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,queersomnia,5854,,none,,,False,[]
5,61edc553b0f564f1b89d862c,,,Jan 22 ,[],,[],"[{""url"":""https://t.co/JZP1NkrUPX"",""expanded_url"":""https://twitter.com/i/web/status/1484944343597301761"",""display_url"":""twitter.com/i/web/status/1…"",""indices"":[117,140]}]",[],,0,False,,1484944343597301761,1484944343597301761,,,,,,False,en,en,recent,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FBI special agent calls Texas hostage situation 'hate crime and an act of terrorism' | TheHill / now I just see / i… https://t.co/JZP1NkrUPX,True,False,Sat Sep 18 14:31:07 +0000 2021,True,False,"Ab,mkt dir,technician mkt,rescues ,sport,drive,cars",[],,57,False,2,False,136,False,True,1439235479015202822,1439235479015202822,False,False,,0,España,Jmxtremab / john,False,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/1439235479015202822/1633217551,http://pbs.twimg.com/profile_images/1439235879877451778/XZCZZ7m3_normal.jpg,https://pbs.twimg.com/profile_images/1439235879877451778/XZCZZ7m3_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,Jmxtrem1,1198,,none,,,False,[]
6,61edc553b0f564f1b89d862d,,,Jan 22 ,[],"[{""id"":1484854906008006700,""id_str"":""1484854906008006658"",""indices"":[91,114],""media_url"":""http://pbs.twimg.com/media/FJtDq3-acAIbfcF.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FJtDq3-acAIbfcF.jpg"",""url"":""https://t.co/3SihWkwruG"",""display_url"":""pic.twitter.com/3SihWkwruG"",""expanded_url"":""https://twitter.com/studgarden/status/1484854918045663235/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":720,""h"":1544,""resize"":""fit""},""small"":{""w"":317,""h"":680,""resize"":""fit""},""medium"":{""w"":560,""h"":1200,""resize"":""fit""}}}]",[],[],[],"[{""id"":1484854906008006700,""id_str"":""1484854906008006658"",""indices"":[91,114],""media_url"":""http://pbs.twimg.com/media/FJtDq3-acAIbfcF.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FJtDq3-acAIbfcF.jpg"",""url"":""https://t.co/3SihWkwruG"",""display_url"":""pic.twitter.com/3SihWkwruG"",""expanded_url"":""https://twitter.com/studgarden/status/1484854918045663235/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":720,""h"":1544,""resize"":""fit""},""small"":{""w"":317,""h"":680,""resize"":""fit""},""medium"":{""w"":560,""h"":1200,""resize"":""fit""}}},{""id"":1484854911653527600,""id_str"":""1484854911653527555"",""indices"":[91,114],""media_url"":""http://pbs.twimg.com/media/FJtDrNAaQAMSPtQ.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FJtDrNAaQAMSPtQ.jpg"",""url"":""https://t.co/3SihWkwruG"",""display_url"":""pic.twitter.com/3SihWkwruG"",""expanded_url"":""https://twitter.com/studgarden/status/1484854918045663235/photo/1"",""type"":""photo"",""sizes"":{""small"":{""w"":680,""h"":383,""resize"":""fit""},""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""large"":{""w"":720,""h"":405,""resize"":""fit""},""medium"":{""w"":720,""h"":405,""resize"":""fit""}}},{""id"":1484854914841198600,""id_str"":""1484854914841198596"",""indices"":[91,114],""media_url"":""http://pbs.twimg.com/media/FJtDrY4aQAQUhx9.jpg"",""media_url_https"":""https://pbs.twimg.com/media/FJtDrY4aQAQUhx9.jpg"",""url"":""https://t.co/3SihWkwruG"",""display_url"":""pic.twitter.com/3SihWkwruG"",""expanded_url"":""https://twitter.com/studgarden/status/1484854918045663235/photo/1"",""type"":""photo"",""sizes"":{""thumb"":{""w"":150,""h"":150,""resize"":""crop""},""medium"":{""w"":720,""h"":405,""resize"":""fit""},""small"":{""w"":680,""h"":383,""resize"":""fit""},""large"":{""w"":720,""h"":405,""resize"":""fit""}}}]",6,False,,1484854918045663235,1484854918045663235,,,,,,False,en,en,recent,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","subjects that wont allow me edit the course nickname &lt;&lt;&lt;&lt;

a hate crime &gt;:( https://t.co/3SihWkwruG",False,False,Wed Aug 25 18:14:39 +0000 2021,True,False,abm '23 ! ⌗studytwt,[],,1173,False,379,False,290,False,True,1430594419892232192,1430594419892232192,False,False,,6,ph,flora,False,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/1430594419892232192/1629916314,http://pbs.twimg.com/profile_images/1430598829875744768/RIVTFN8m_normal.jpg,https://pbs.twimg.com/profile_images/1430598829875744768/RIVTFN8m_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,studgarden,681,,none,,,False,[]
7,61edc554b0f564f1b89d862e,,,Jan 22 ,[],,[],[],[],,61,False,,1484821693323300869,1484821693323300869,shahaaerif,1.484821192640897e+18,1.484821192640897e+18,8.194408668048302e+17,8.194408668048302e+17,False,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",One of accused &amp; mastermind behind this hate crime is now a Minister in present Indian government,False,False,Thu Jan 12 07:08:21 +0000 2017,True,False,Scribe. Views are personal. RTs not endorsements.,[],,128754,False,17473,False,858,False,True,819440866804830209,819440866804830209,False,False,,59,South Asia ,Aarif Shah,False,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/819440866804830209/1638205183,http://pbs.twimg.com/profile_images/1481935988569956352/1nH2EJuS_normal.jpg,https://pbs.twimg.com/profile_images/1481935988569956352/1nH2EJuS_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,shahaaerif,5895,,none,,,False,[]
8,61edc554b0f564f1b89d862f,,,Jan 22 ,[],,[],"[{""url"":""https://t.co/HbRbqVhWD6"",""expanded_url"":""https://twitter.com/i/web/status/1484782884213116929"",""display_url"":""twitter.com/i/web/status/1…"",""indices"":[117,140]}]","[{""screen_name"":""billboard"",""name"":""billboard"",""id"":9695312,""id_str"":""9695312"",""indices"":[88,98]},{""screen_name"":""jimmykimmel"",""name"":""Jimmy Kimmel"",""id"":26053643,""id_str"":""26053643"",""indices"":[99,111]}]",,3,False,,1484782884213116929,1484782884213116929,,,,,,False,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,False,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NOT AN ARMY BUT WHATEVER HAPPENED WAS FUCKING RACISM.
 I AM A DIRECTIONER BUT AN ASIAN 
@billboard @jimmykimmel THE… https://t.co/HbRbqVhWD6",True,False,Wed Jan 05 10:32:03 +0000 2022,True,False,"Directioner
sister : Kiki and Babe 
bro : sammy 

NO SOLO/MULTI/ANTI
He/Him , 17",[],,345,False,34,False,79,False,True,1478675604480266242,1478675604480266242,False,False,,0,Singapore ,Jackieeeeee~,False,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/1478675604480266242/1642681644,http://pbs.twimg.com/profile_images/1484140370841989123/6YbmiQnU_normal.jpg,https://pbs.twimg.com/profile_images/1484140370841989123/6YbmiQnU_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,Man354Monkey,368,,none,,,False,[]
9,61edc554b0f564f1b89d8630,,,Jan 22 ,[],,[],[],[],,25,False,,1484769682028924929,1484769682028924929,shahaaerif,1.4845868646907372e+18,1.4845868646907372e+18,8.194408668048302e+17,8.194408668048302e+17,False,en,en,recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,False,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The incident took place in Khandwa, Madhya pradesh. No action. Has been taken against the group involved in the hate crime.",False,False,Thu Jan 12 07:08:21 +0000 2017,True,False,Scribe. Views are personal. RTs not endorsements.,[],,128754,False,17473,False,858,False,True,819440866804830209,819440866804830209,False,False,,59,South Asia ,Aarif Shah,False,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/819440866804830209/1638205183,http://pbs.twimg.com/profile_images/1481935988569956352/1nH2EJuS_normal.jpg,https://pbs.twimg.com/profile_images/1481935988569956352/1nH2EJuS_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,shahaaerif,5895,,none,,,False,[]
